product_number,name,description,price,category_name,category_id,parent_category_id,variant,manufacturer,tag
P0000222,Product 222,Description of Product 222,611.66,Electronics,1001,,Color:Brown;Size:L,Ikea,Kitchen;Gadgets
P0000223,Product 223,Description of Product 223,410.75,Books,1006,1003,Color:Brown;Size:XL,Ikea,Gadgets;Home
P0000224,Product 224,Description of Product 224,349.73,Books,1006,1002,Color:Black;Size:L,Sony,Living Room;Utensils
P0000225,Product 225,Description of Product 225,709.43,Kitchen,1003,,Color:Red;Size:S;Material:Plastic,Samsung,Electronics;Living Room
P0000226,Product 226,Description of Product 226,321.77,Books,1006,1004,Color:Black;Size:S,Panasonic,Smartphones;Kitchen
P0000227,Product 227,Description of Product 227,337.94,Electronics,1001,1003,Color:Brown;Size:L,Panasonic,Kitchen;Smartphones
P0000228,Product 228,Description of Product 228,947.96,Home Appliances,1002,1003,Color:Black;Size:M;Voltage:220V,Ikea,Kitchen;Home
P0000229,Product 229,Description of Product 229,197.67,Books,1006,1003,Color:Brown;Size:S,Sony,Living Room;Gadgets
P0000230,Product 230,Description of Product 230,766.42,Furniture,1004,1001,Color:Red;Size:XL;Material:Plastic,Panasonic,Kitchen;Smartphones
P0000231,Product 231,Description of Product 231,80.35,Kitchen,1003,1005,Color:White;Size:L;Material:Plastic,Panasonic,Kitchen;Utensils
P0000232,Product 232,Description of Product 232,415.06,Kitchen,1003,1005,Color:White;Size:M;Material:Plastic,LG,Utensils;Gadgets
P0000233,Product 233,Description of Product 233,657.3,Toys,1005,1003,Color:White;Size:S,LG,Living Room;Kitchen
P0000234,Product 234,Description of Product 234,318.74,Books,1006,1003,Color:Red;Size:S,Sony,Furniture;Kitchen
P0000235,Product 235,Description of Product 235,787.64,Toys,1005,1002,Color:Blue;Size:M,Ikea,Home;Living Room
P0000236,Product 236,Description of Product 236,451.05,Books,1006,1002,Color:Brown;Size:M,Samsung,Living Room;Utensils
P0000237,Product 237,Description of Product 237,304.01,Furniture,1004,1004,Color:Brown;Size:XL;Material:Steel,Sony,Gadgets;Smartphones
P0000238,Product 238,Description of Product 238,506.55,Toys,1005,1005,Color:White;Size:S,Panasonic,Electronics;Living Room
P0000239,Product 239,Description of Product 239,839.07,Electronics,1001,1001,Color:Blue;Size:XL,Panasonic,Smartphones;Electronics
P0000240,Product 240,Description of Product 240,373.38,Home Appliances,1002,1003,Color:Black;Size:XL;Voltage:220V,Ikea,Utensils;Gadgets
P0000241,Product 241,Description of Product 241,340.48,Kitchen,1003,,Color:White;Size:XL;Material:Wood,Ikea,Electronics;Home
P0000242,Product 242,Description of Product 242,572.91,Furniture,1004,1004,Color:Blue;Size:M;Material:Wood,Samsung,Electronics;Gadgets
P0000243,Product 243,Description of Product 243,163.67,Furniture,1004,1003,Color:Black;Size:S;Material:Wood,Philips,Gadgets;Smartphones
P0000244,Product 244,Description of Product 244,552.55,Home Appliances,1002,,Color:Blue;Size:M;Voltage:110V,Sony,Living Room;Gadgets
P0000245,Product 245,Description of Product 245,943.3,Toys,1005,1004,Color:White;Size:M,Ikea,Smartphones;Kitchen
P0000246,Product 246,Description of Product 246,234.95,Books,1006,1003,Color:Brown;Size:S,Samsung,Electronics;Kitchen
P0000247,Product 247,Description of Product 247,738.58,Electronics,1001,1003,Color:Brown;Size:M,Samsung,Gadgets;Living Room
P0000248,Product 248,Description of Product 248,249.32,Books,1006,,Color:Black;Size:M,LG,Home;Smartphones
P0000249,Product 249,Description of Product 249,815.57,Electronics,1001,1003,Color:Brown;Size:M,Ikea,Furniture;Utensils
P0000250,Product 250,Description of Product 250,495.75,Books,1006,,Color:Blue;Size:M,LG,Kitchen;Smartphones
P0000251,Product 251,Description of Product 251,289.05,Home Appliances,1002,1004,Color:Blue;Size:XL;Voltage:220V,Samsung,Home;Smartphones
P0000252,Product 252,Description of Product 252,990.89,Books,1006,1004,Color:White;Size:M,Philips,Living Room;Kitchen
P0000253,Product 253,Description of Product 253,11.87,Toys,1005,,Color:White;Size:M,Sony,Furniture;Smartphones
P0000254,Product 254,Description of Product 254,60.17,Furniture,1004,1004,Color:Red;Size:L;Material:Steel,LG,Living Room;Furniture
P0000255,Product 255,Description of Product 255,24.45,Kitchen,1003,1004,Color:Red;Size:XL;Material:Wood,Ikea,Furniture;Kitchen
P0000256,Product 256,Description of Product 256,186.62,Books,1006,1005,Color:Brown;Size:XL,Philips,Living Room;Utensils
P0000257,Product 257,Description of Product 257,998.1,Toys,1005,1001,Color:Red;Size:S,Sony,Furniture;Smartphones
P0000258,Product 258,Description of Product 258,13.08,Books,1006,1001,Color:Brown;Size:M,Samsung,Gadgets;Living Room
P0000259,Product 259,Description of Product 259,82.3,Electronics,1001,1001,Color:Brown;Size:L,LG,Gadgets;Smartphones
P0000260,Product 260,Description of Product 260,599.16,Kitchen,1003,1001,Color:White;Size:M;Material:Wood,Sony,Utensils;Kitchen
P0000261,Product 261,Description of Product 261,370.42,Toys,1005,1005,Color:Red;Size:S,Ikea,Living Room;Smartphones
P0000262,Product 262,Description of Product 262,240.53,Electronics,1001,1005,Color:Blue;Size:L,LG,Smartphones;Electronics
P0000263,Product 263,Description of Product 263,603.19,Toys,1005,,Color:Black;Size:M,LG,Living Room;Electronics
P0000264,Product 264,Description of Product 264,398.33,Kitchen,1003,1004,Color:Red;Size:S;Material:Plastic,Philips,Home;Gadgets
P0000265,Product 265,Description of Product 265,187.68,Kitchen,1003,1001,Color:Blue;Size:M;Material:Steel,Philips,Living Room;Smartphones
P0000266,Product 266,Description of Product 266,898.16,Furniture,1004,,Color:Black;Size:M;Material:Steel,Philips,Smartphones;Furniture
P0000267,Product 267,Description of Product 267,418.76,Electronics,1001,1004,Color:Blue;Size:M,Samsung,Home;Smartphones
P0000268,Product 268,Description of Product 268,681.73,Books,1006,1005,Color:Blue;Size:L,Panasonic,Electronics;Furniture
P0000269,Product 269,Description of Product 269,400.15,Home Appliances,1002,1005,Color:White;Size:M;Voltage:110V,Samsung,Kitchen;Furniture
P0000270,Product 270,Description of Product 270,346.19,Home Appliances,1002,1001,Color:Red;Size:S;Voltage:110V,Samsung,Gadgets;Kitchen
P0000271,Product 271,Description of Product 271,804.61,Toys,1005,1001,Color:White;Size:S,Philips,Gadgets;Home
P0000272,Product 272,Description of Product 272,793.9,Home Appliances,1002,1002,Color:Blue;Size:XL;Voltage:110V,Samsung,Home;Electronics
P0000273,Product 273,Description of Product 273,312.71,Toys,1005,1002,Color:Blue;Size:XL,Panasonic,Utensils;Kitchen
P0000274,Product 274,Description of Product 274,322.02,Furniture,1004,1003,Color:Brown;Size:L;Material:Steel,Panasonic,Gadgets;Furniture
P0000275,Product 275,Description of Product 275,764.98,Kitchen,1003,1005,Color:Black;Size:L;Material:Plastic,LG,Living Room;Smartphones
P0000276,Product 276,Description of Product 276,180.08,Kitchen,1003,1003,Color:Red;Size:XL;Material:Plastic,Philips,Gadgets;Living Room
P0000277,Product 277,Description of Product 277,282.5,Kitchen,1003,1002,Color:White;Size:XL;Material:Plastic,Ikea,Furniture;Home
P0000278,Product 278,Description of Product 278,171.86,Furniture,1004,1003,Color:Brown;Size:L;Material:Steel,Panasonic,Furniture;Gadgets
P0000279,Product 279,Description of Product 279,963.77,Books,1006,1003,Color:Blue;Size:S,LG,Kitchen;Home
P0000280,Product 280,Description of Product 280,359.75,Books,1006,1002,Color:Brown;Size:S,Samsung,Smartphones;Electronics
P0000281,Product 281,Description of Product 281,647.46,Furniture,1004,1002,Color:Black;Size:L;Material:Steel,Panasonic,Utensils;Gadgets
P0000282,Product 282,Description of Product 282,502.52,Furniture,1004,1002,Color:Red;Size:M;Material:Steel,Philips,Electronics;Utensils
P0000283,Product 283,Description of Product 283,241.04,Toys,1005,1005,Color:White;Size:S,Sony,Smartphones;Living Room
P0000284,Product 284,Description of Product 284,44.74,Furniture,1004,1004,Color:Blue;Size:XL;Material:Plastic,LG,Furniture;Gadgets
P0000285,Product 285,Description of Product 285,523.32,Furniture,1004,1001,Color:Black;Size:XL;Material:Steel,LG,Kitchen;Gadgets
P0000286,Product 286,Description of Product 286,949.3,Home Appliances,1002,1005,Color:Black;Size:L;Voltage:220V,Sony,Gadgets;Furniture
P0000287,Product 287,Description of Product 287,210.2,Electronics,1001,1004,Color:Black;Size:L,Sony,Gadgets;Home
P0000288,Product 288,Description of Product 288,959.18,Furniture,1004,1002,Color:Red;Size:L;Material:Steel,Samsung,Living Room;Kitchen
P0000289,Product 289,Description of Product 289,615.19,Toys,1005,1002,Color:White;Size:M,Samsung,Gadgets;Smartphones
P0000290,Product 290,Description of Product 290,78.34,Toys,1005,1004,Color:Blue;Size:M,Sony,Kitchen;Electronics
P0000291,Product 291,Description of Product 291,770.73,Furniture,1004,1004,Color:Black;Size:S;Material:Steel,Sony,Living Room;Smartphones
P0000292,Product 292,Description of Product 292,713.44,Kitchen,1003,1003,Color:Red;Size:S;Material:Plastic,Panasonic,Utensils;Furniture
P0000293,Product 293,Description of Product 293,365.53,Furniture,1004,1003,Color:Black;Size:S;Material:Plastic,Philips,Smartphones;Kitchen
P0000294,Product 294,Description of Product 294,432.06,Furniture,1004,1002,Color:White;Size:L;Material:Wood,Samsung,Electronics;Home
P0000295,Product 295,Description of Product 295,384.1,Toys,1005,1002,Color:Red;Size:M,Samsung,Smartphones;Living Room
P0000296,Product 296,Description of Product 296,503.91,Books,1006,1003,Color:Brown;Size:M,Panasonic,Electronics;Smartphones
P0000297,Product 297,Description of Product 297,385.41,Electronics,1001,1002,Color:Red;Size:M,Panasonic,Living Room;Gadgets
P0000298,Product 298,Description of Product 298,979.75,Books,1006,1001,Color:White;Size:M,Philips,Living Room;Home
P0000299,Product 299,Description of Product 299,846.19,Books,1006,1002,Color:Black;Size:M,LG,Utensils;Electronics
P0000300,Product 300,Description of Product 300,461.74,Toys,1005,1001,Color:Red;Size:S,Philips,Utensils;Furniture
P0000301,Product 301,Description of Product 301,190.93,Toys,1005,1002,Color:White;Size:XL,Samsung,Smartphones;Kitchen
P0000302,Product 302,Description of Product 302,745.19,Kitchen,1003,1002,Color:Red;Size:L;Material:Steel,Ikea,Electronics;Furniture
P0000303,Product 303,Description of Product 303,203.35,Furniture,1004,1003,Color:Red;Size:S;Material:Steel,Samsung,Home;Furniture
P0000304,Product 304,Description of Product 304,220.22,Electronics,1001,1005,Color:White;Size:S,LG,Home;Living Room
P0000305,Product 305,Description of Product 305,784.93,Kitchen,1003,1005,Color:Blue;Size:S;Material:Wood,Sony,Electronics;Furniture
P0000306,Product 306,Description of Product 306,233.62,Books,1006,1001,Color:Black;Size:S,Ikea,Kitchen;Smartphones
P0000307,Product 307,Description of Product 307,858.94,Books,1006,1003,Color:Red;Size:XL,LG,Kitchen;Utensils
P0000308,Product 308,Description of Product 308,784.1,Toys,1005,1005,Color:Brown;Size:S,Sony,Gadgets;Home
P0000309,Product 309,Description of Product 309,910.09,Electronics,1001,,Color:Brown;Size:XL,Philips,Living Room;Utensils
P0000310,Product 310,Description of Product 310,387.54,Furniture,1004,1004,Color:Brown;Size:XL;Material:Plastic,Philips,Utensils;Smartphones
P0000311,Product 311,Description of Product 311,471.08,Home Appliances,1002,,Color:Red;Size:XL;Voltage:220V,LG,Furniture;Home
P0000312,Product 312,Description of Product 312,346.63,Toys,1005,,Color:Brown;Size:S,LG,Furniture;Smartphones
P0000313,Product 313,Description of Product 313,148.88,Home Appliances,1002,,Color:Blue;Size:L;Voltage:220V,Sony,Kitchen;Home
P0000314,Product 314,Description of Product 314,14.03,Toys,1005,1001,Color:Red;Size:M,Philips,Utensils;Smartphones
P0000315,Product 315,Description of Product 315,984.93,Kitchen,1003,1001,Color:Black;Size:M;Material:Wood,Ikea,Gadgets;Furniture
P0000316,Product 316,Description of Product 316,507.96,Toys,1005,1003,Color:Blue;Size:XL,Samsung,Furniture;Utensils
P0000317,Product 317,Description of Product 317,53.45,Home Appliances,1002,,Color:Red;Size:M;Voltage:220V,LG,Gadgets;Furniture
P0000318,Product 318,Description of Product 318,291.44,Furniture,1004,1002,Color:White;Size:L;Material:Plastic,Philips,Gadgets;Home
P0000319,Product 319,Description of Product 319,414.46,Kitchen,1003,,Color:White;Size:L;Material:Plastic,Samsung,Furniture;Electronics
P0000320,Product 320,Description of Product 320,490.25,Furniture,1004,1002,Color:Blue;Size:XL;Material:Plastic,Samsung,Electronics;Gadgets
P0000321,Product 321,Description of Product 321,70.41,Toys,1005,1002,Color:Blue;Size:XL,Sony,Utensils;Kitchen
P0000322,Product 322,Description of Product 322,889.7,Home Appliances,1002,1004,Color:Blue;Size:XL;Voltage:110V,Sony,Furniture;Utensils
P0000323,Product 323,Description of Product 323,330.53,Kitchen,1003,1004,Color:Red;Size:L;Material:Plastic,Panasonic,Furniture;Home
P0000324,Product 324,Description of Product 324,674.42,Toys,1005,1004,Color:Red;Size:XL,LG,Home;Furniture
P0000325,Product 325,Description of Product 325,565.12,Toys,1005,1002,Color:Blue;Size:S,Panasonic,Kitchen;Utensils
P0000326,Product 326,Description of Product 326,181.87,Furniture,1004,1002,Color:Black;Size:XL;Material:Steel,LG,Furniture;Gadgets
P0000327,Product 327,Description of Product 327,683.32,Furniture,1004,,Color:White;Size:XL;Material:Wood,Samsung,Home;Utensils
P0000328,Product 328,Description of Product 328,210.76,Toys,1005,1002,Color:Blue;Size:S,Panasonic,Utensils;Home
P0000329,Product 329,Description of Product 329,658.55,Furniture,1004,,Color:White;Size:S;Material:Plastic,LG,Electronics;Utensils
P0000330,Product 330,Description of Product 330,701.24,Kitchen,1003,1003,Color:Brown;Size:L;Material:Wood,Panasonic,Kitchen;Electronics
P0000331,Product 331,Description of Product 331,859.64,Electronics,1001,,Color:Blue;Size:M,Sony,Gadgets;Furniture
P0000332,Product 332,Description of Product 332,656.97,Books,1006,1002,Color:White;Size:S,Samsung,Living Room;Home
P0000333,Product 333,Description of Product 333,875.89,Home Appliances,1002,1003,Color:Red;Size:L;Voltage:110V,Philips,Utensils;Smartphones
P0000334,Product 334,Description of Product 334,430.44,Kitchen,1003,1004,Color:Black;Size:XL;Material:Plastic,Ikea,Furniture;Home
P0000335,Product 335,Description of Product 335,656.5,Home Appliances,1002,1004,Color:Brown;Size:L;Voltage:110V,Sony,Electronics;Furniture
P0000336,Product 336,Description of Product 336,826.49,Furniture,1004,1004,Color:Red;Size:M;Material:Steel,Philips,Gadgets;Utensils
P0000337,Product 337,Description of Product 337,318.0,Electronics,1001,,Color:Brown;Size:L,Ikea,Home;Utensils
P0000338,Product 338,Description of Product 338,983.58,Toys,1005,1004,Color:Brown;Size:XL,Philips,Smartphones;Living Room
P0000339,Product 339,Description of Product 339,977.12,Books,1006,1003,Color:White;Size:XL,Samsung,Utensils;Smartphones
P0000340,Product 340,Description of Product 340,248.91,Furniture,1004,1005,Color:Red;Size:M;Material:Steel,Samsung,Utensils;Furniture
P0000341,Product 341,Description of Product 341,986.43,Electronics,1001,1004,Color:Red;Size:S,LG,Utensils;Gadgets
P0000342,Product 342,Description of Product 342,337.47,Home Appliances,1002,1005,Color:White;Size:S;Voltage:110V,Samsung,Kitchen;Gadgets
P0000343,Product 343,Description of Product 343,703.85,Kitchen,1003,,Color:Brown;Size:M;Material:Plastic,Ikea,Home;Kitchen
P0000344,Product 344,Description of Product 344,77.93,Toys,1005,1001,Color:Red;Size:M,Sony,Kitchen;Gadgets
P0000345,Product 345,Description of Product 345,887.2,Home Appliances,1002,1004,Color:Brown;Size:XL;Voltage:110V,Philips,Gadgets;Living Room
P0000346,Product 346,Description of Product 346,458.22,Kitchen,1003,1004,Color:Black;Size:S;Material:Plastic,Panasonic,Kitchen;Furniture
P0000347,Product 347,Description of Product 347,28.19,Electronics,1001,1002,Color:White;Size:M,LG,Kitchen;Electronics
P0000348,Product 348,Description of Product 348,82.21,Electronics,1001,1001,Color:Blue;Size:L,Philips,Utensils;Home
P0000349,Product 349,Description of Product 349,993.19,Kitchen,1003,1002,Color:Black;Size:M;Material:Steel,Panasonic,Gadgets;Kitchen
P0000350,Product 350,Description of Product 350,318.0,Electronics,1001,1005,Color:Brown;Size:XL,Sony,Living Room;Gadgets
P0000351,Product 351,Description of Product 351,266.3,Books,1006,1004,Color:Blue;Size:L,Samsung,Home;Furniture
P0000352,Product 352,Description of Product 352,688.03,Home Appliances,1002,1002,Color:Black;Size:S;Voltage:220V,Philips,Living Room;Kitchen
P0000353,Product 353,Description of Product 353,239.66,Electronics,1001,1003,Color:White;Size:XL,Ikea,Furniture;Utensils
P0000354,Product 354,Description of Product 354,308.78,Electronics,1001,1001,Color:Blue;Size:M,LG,Utensils;Gadgets
P0000355,Product 355,Description of Product 355,832.58,Furniture,1004,1002,Color:Black;Size:M;Material:Plastic,Samsung,Kitchen;Furniture
P0000356,Product 356,Description of Product 356,75.08,Kitchen,1003,1001,Color:Blue;Size:XL;Material:Wood,Ikea,Living Room;Gadgets
P0000357,Product 357,Description of Product 357,502.79,Toys,1005,1004,Color:Brown;Size:S,Philips,Living Room;Kitchen
P0000358,Product 358,Description of Product 358,681.88,Toys,1005,1004,Color:Red;Size:M,Samsung,Gadgets;Kitchen
P0000359,Product 359,Description of Product 359,328.24,Furniture,1004,1003,Color:Blue;Size:L;Material:Wood,LG,Kitchen;Home
P0000360,Product 360,Description of Product 360,540.8,Kitchen,1003,1004,Color:Blue;Size:M;Material:Wood,Sony,Home;Gadgets
P0000361,Product 361,Description of Product 361,70.6,Home Appliances,1002,1005,Color:Brown;Size:L;Voltage:220V,Panasonic,Smartphones;Kitchen
